solver,energy,precision,recall,f1,jaccard,selected_laundering_account_coverage,selected_laundering_edge_coverage,selected_regions,true_positive_regions,total_risk,total_growth,overlap,temporal_stability,runtime,candidate_ids,pattern_ids,lambda_T
temporally_regularized_qubo_greedy,-102.0722082031651,1.0,0.4166666666666667,0.5882352941176471,0.7142857142857143,0.6282051282051282,0.5,5,5,208.97661376103818,113.20259469831042,0.0,0.25,0.004546400000435824,"0,1,5,8,9","48,239,147,63,303",0.0
temporally_regularized_qubo_greedy,-103.80010658036525,0.8,0.3333333333333333,0.47058823529411764,0.7142857142857143,0.7350427350427351,0.47058823529411764,5,4,187.78768061240635,113.20259469831042,0.0,1.0,0.004364999999779684,"0,1,4,11,13","48,239,147,141,303",0.5
temporally_regularized_qubo_greedy,-106.30010658036525,0.8,0.3333333333333333,0.47058823529411764,0.7142857142857143,0.7350427350427351,0.47058823529411764,5,4,187.78768061240635,113.20259469831042,0.0,1.0,0.006938300000001618,"0,1,4,11,13","48,239,147,141,303",1.0
temporally_regularized_qubo_greedy,-111.30010658036525,0.8,0.3333333333333333,0.47058823529411764,0.7142857142857143,0.7350427350427351,0.47058823529411764,5,4,187.78768061240635,113.20259469831042,0.0,1.0,0.026451300000189804,"0,1,4,11,13","48,239,147,141,303",2.0
temporally_regularized_qubo_greedy,-126.30010658036525,0.8,0.3333333333333333,0.47058823529411764,0.7142857142857143,0.7350427350427351,0.47058823529411764,5,4,187.78768061240635,113.20259469831042,0.0,1.0,0.005361800000173389,"0,1,4,11,13","48,239,147,141,303",5.0
temporally_regularized_qubo_greedy,-151.30010658036525,0.8,0.3333333333333333,0.47058823529411764,0.7142857142857143,0.7350427350427351,0.47058823529411764,5,4,187.78768061240635,113.20259469831042,0.0,1.0,0.005919799999901443,"0,1,4,11,13","48,239,147,141,303",10.0
